file_name,btl,btr,bbr,bbl,obj_0,obj_1,obj_2
7428,0.498214,0.449405,0.169048,0.420238,1,0,0
7428,0.533036,0.282143,0.085714,0.071429,0,1,0
7428,0.489286,0.403571,0.133929,0.164286,0,0,1
1477,0.190385,0.606731,0.35,0.353846,1,0,0
1477,0.075,0.485577,0.103846,0.096154,0,1,0
1477,0.198077,0.666346,0.265385,0.219231,0,0,1
4446,0.270073,0.438564,0.104623,0.329684,1,0,0
4446,0.428832,0.399635,0.09854,0.358881,1,0,0
4209,0.43706,0.396567,0.138204,0.360035,1,0,0
4209,0.46162,0.240845,0.079577,0.040845,0,1,0
4209,0.426408,0.355986,0.111972,0.164085,0,0,1
4209,0.256338,0.462676,0.08169,0.392958,1,0,0
1356,0.326923,0.485577,0.15,0.392308,1,0,0
3607,0.471019,0.423885,0.201274,0.410828,1,0,0
3607,0.534395,0.242038,0.071975,0.047134,0,1,0
3607,0.451911,0.36465,0.135032,0.195541,0,0,1
4992,0.758264,0.678631,0.248748,0.215359,1,0,0
4992,0.338397,0.487479,0.15025,0.414023,1,0,0
2620,0.31875,0.540625,0.198437,0.36875,1,0,0
2141,0.307506,0.588378,0.225182,0.392252,1,0,0
5768,0.691839,0.627893,0.464068,0.315469,1,0,0
5768,0.837393,0.612058,0.163216,0.257004,0,1,0
5768,0.613886,0.624848,0.27162,0.270402,0,0,1
3432,0.353157,0.618943,0.0,0.030837,1,0,0
2590,0.328571,0.571429,0.214286,0.420779,1,0,0
2236,0.267606,0.588028,0.292254,0.387324,1,0,0
3548,0.31465,0.422611,0.144586,0.40828,1,0,0
3548,0.297134,0.240764,0.10828,0.044586,0,1,0
3548,0.316561,0.418153,0.136943,0.181529,0,0,1
6036,0.77988,0.613546,0.201195,0.338645,1,0,0
6036,0.439243,0.49502,0.145418,0.424303,1,0,0
6036,0.438247,0.465139,0.131474,0.181275,0,0,1
910,0.355078,0.602344,0.216406,0.353125,1,0,0
910,0.298828,0.417969,0.113281,0.307812,1,0,0
177,0.703317,0.616708,0.305897,0.336609,1,0,0
5281,0.457813,0.397656,0.115625,0.357812,1,0,0
6837,0.463325,0.273839,0.080685,0.06846,0,1,0
6837,0.679707,0.447433,0.188264,0.119804,0,1,0
6837,0.459046,0.407702,0.130807,0.179707,0,0,1
6837,0.606357,0.656479,0.232274,0.251834,0,0,1
6837,0.459046,0.445599,0.138142,0.42176,1,0,0
6837,0.632029,0.583741,0.290954,0.4022,1,0,0
2666,0.270313,0.342578,0.06875,0.080469,0,1,0
2666,0.096875,0.463672,0.10625,0.105469,0,1,0
2666,0.257031,0.640625,0.329688,0.265625,0,0,1
2666,0.323047,0.5,0.185156,0.403125,1,0,0
2666,0.233203,0.59375,0.386719,0.373437,1,0,0
2234,0.258803,0.585387,0.28169,0.375,1,0,0
853,0.314599,0.603359,0.251938,0.351421,1,0,0
4546,0.638367,0.579117,0.353011,0.390726,1,0,0
1112,0.307692,0.507444,0.200993,0.382134,1,0,0
5127,0.447412,0.404424,0.163815,0.367279,1,0,0
2694,0.207257,0.443182,0.095574,0.102553,0,1,0
2694,0.340379,0.608169,0.291109,0.324206,0,0,1
2694,0.32195,0.582594,0.338499,0.390402,1,0,0
612,0.305469,0.485156,0.18125,0.364063,1,0,0
4122,0.370625,0.389219,0.122656,0.342187,1,0,0
216,0.60745,0.5144,0.240448,0.382082,1,0,0
216,0.691442,0.365355,0.065876,0.078502,0,1,0
216,0.575061,0.468836,0.172376,0.194335,0,0,1
6446,0.406242,0.501076,0.098197,0.453323,1,0,0
6446,0.634921,0.55421,0.289212,0.457358,1,0,0
6446,0.698144,0.380683,0.154695,0.102233,0,1,0
6446,0.609362,0.612725,0.224644,0.294592,0,0,1
4379,0.267032,0.441606,0.096107,0.326034,1,0,0
4379,0.434915,0.440998,0.132603,0.375912,1,0,0
914,0.355078,0.600781,0.172656,0.354687,1,0,0
914,0.301172,0.412891,0.103906,0.305469,1,0,0
6293,0.53617,0.479787,0.161702,0.397872,1,0,0
6293,0.570213,0.547872,0.289362,0.461702,1,0,0
6293,0.526596,0.389362,0.151064,0.119149,0,1,0
6293,0.570213,0.642553,0.268085,0.268085,0,0,1
1253,0.186725,0.636476,0.291563,0.334988,1,0,0
2667,0.266797,0.358203,0.069531,0.082031,0,1,0
2667,0.100391,0.462109,0.105469,0.105469,0,1,0
2667,0.257031,0.639844,0.329688,0.265625,0,0,1
2667,0.320703,0.507813,0.186719,0.395313,1,0,0
2667,0.234766,0.591016,0.385156,0.377344,1,0,0
2047,0.337772,0.504843,0.122276,0.336562,1,0,0
567,0.691016,0.570313,0.277344,0.432812,1,0,0
7443,0.521577,0.462674,0.158482,0.445188,1,0,0
7443,0.555432,0.27753,0.087798,0.066964,0,1,0
7443,0.513393,0.432044,0.130952,0.161706,0,0,1
403,0.586332,0.502157,0.197811,0.434203,1,0,0
403,0.648762,0.326091,0.065937,0.075056,0,1,0
403,0.555819,0.454107,0.131173,0.171156,0,0,1
403,0.655075,0.582474,0.280584,0.391414,1,0,0
403,0.655426,0.637539,0.275673,0.275673,0,0,1
3368,0.375184,0.389868,0.096916,0.348018,1,0,0
3386,0.436858,0.427313,0.140969,0.405286,1,0,0
2678,0.123047,0.569922,0.108594,0.163281,0,1,0
2678,0.276172,0.301563,0.052344,0.048438,0,1,0
2678,0.361328,0.624219,0.250781,0.289063,0,0,1
2678,0.277734,0.619141,0.435156,0.316406,1,0,0
2678,0.304846,0.44501,0.12688,0.347832,1,0,0
5408,0.443489,0.433529,0.138394,0.42252,1,0,0
6023,0.854582,0.631474,0.243028,0.290837,1,0,0
6023,0.439243,0.491036,0.141434,0.420319,1,0,0
6023,0.439243,0.462151,0.125498,0.179283,0,0,1
5684,0.422655,0.408039,0.137637,0.377588,1,0,0
161,0.537469,0.520885,0.210074,0.420147,1,0,0
161,0.581081,0.346437,0.09828,0.066339,0,1,0
161,0.558354,0.541155,0.153563,0.202703,0,0,1
2687,0.295823,0.620205,0.296675,0.292413,0,0,1
2687,0.104007,0.47954,0.100597,0.12191,0,1,0
2687,0.26428,0.595055,0.431373,0.361466,1,0,0
7785,0.437121,0.57803,0.216667,0.392424,1,0,0
7785,0.618939,0.545455,0.265152,0.448485,1,0,0
7785,0.411364,0.616667,0.14697,0.172727,0,0,1
7785,0.60303,0.568182,0.224242,0.281818,0,0,1
7785,0.702273,0.361364,0.086364,0.074242,0,1,0
4974,0.520367,0.472454,0.113523,0.427379,1,0,0
4974,0.328381,0.456594,0.123539,0.402337,1,0,0
3547,0.315866,0.419224,0.142444,0.400695,1,0,0
3547,0.298205,0.240591,0.104806,0.04227,0,1,0
3547,0.316155,0.417776,0.136074,0.181239,0,0,1
5760,0.426309,0.439099,0.205847,0.44458,1,0,0
5760,0.485384,0.244823,0.102314,0.051157,0,1,0
5760,0.408039,0.383678,0.147381,0.238733,0,0,1
6823,0.440098,0.490831,0.114914,0.42665,1,0,0
6823,0.599633,0.305012,0.067237,0.045232,0,1,0
6823,0.589853,0.43643,0.135697,0.183374,0,0,1
6823,0.571516,0.469438,0.179707,0.383863,1,0,0
1830,0.269801,0.663148,0.354289,0.234922,1,0,0
1830,0.319426,0.476516,0.16632,0.391531,1,0,0
1830,0.327832,0.441191,0.121586,0.166758,0,0,1
1830,0.269711,0.315996,0.06125,0.064477,0,1,0
6015,0.815737,0.61255,0.217131,0.328685,1,0,0
6015,0.437251,0.49502,0.149402,0.420319,1,0,0
6015,0.439243,0.468127,0.133466,0.175299,0,0,1
6829,0.597188,0.33802,0.111247,0.084352,0,1,0
6829,0.522616,0.488386,0.160147,0.209046,0,0,1
6829,0.547677,0.512836,0.217604,0.438875,1,0,0
7746,0.772791,0.615007,0.251052,0.326788,1,0,0
7746,0.810659,0.542777,0.13885,0.171108,0,1,0
7746,0.776999,0.71108,0.225806,0.115007,0,0,1
6914,0.599509,0.56941,0.203931,0.438575,1,0,0
6914,0.654177,0.613636,0.296069,0.342752,1,0,0
2479,0.274675,0.329221,0.062338,0.081818,0,1,0
2479,0.31039,0.437662,0.123377,0.174026,0,0,1
2479,0.306494,0.455195,0.154545,0.351948,1,0,0
7165,0.903009,0.640205,0.193982,0.284251,1,0,0
7165,0.503841,0.264405,0.09475,0.057618,0,1,0
7165,0.606274,0.491677,0.171575,0.128041,0,1,0
7165,0.43598,0.427657,0.117798,0.22023,0,0,1
7165,0.481434,0.699744,0.193342,0.172855,0,0,1
7165,0.461588,0.426376,0.181818,0.386684,1,0,0
7165,0.535211,0.605634,0.308579,0.355954,1,0,0
7165,0.611396,0.466069,0.115237,0.361076,1,0,0
5839,0.47962,0.464517,0.131781,0.441752,1,0,0
4178,0.424531,0.385703,0.146094,0.333594,1,0,0
2216,0.263204,0.584507,0.241197,0.408451,1,0,0
6407,0.422518,0.487893,0.125908,0.423729,1,0,0
6407,0.613801,0.529056,0.271186,0.501211,1,0,0
6407,0.584746,0.583535,0.377724,0.397094,1,0,0
6407,0.657385,0.48063,0.217918,0.176755,0,1,0
6407,0.657385,0.322034,0.11138,0.067797,0,1,0
6407,0.583535,0.693705,0.355932,0.171913,0,0,1
6407,0.627119,0.549637,0.27845,0.237288,0,0,1
6963,0.43059,0.495086,0.146192,0.405405,1,0,0
6963,0.480958,0.59398,0.217445,0.37715,1,0,0
6963,0.661548,0.568182,0.195332,0.428747,1,0,0
6963,0.877764,0.626536,0.244472,0.314496,1,0,0
1506,0.317308,0.482692,0.184615,0.413462,1,0,0
1506,0.254808,0.306319,0.056319,0.053571,0,1,0
1506,0.305769,0.410577,0.146154,0.15,0,0,1
2464,0.315584,0.477922,0.138961,0.324675,1,0,0
4655,0.523417,0.557924,0.330956,0.444568,1,0,0
4655,0.422469,0.42871,0.138287,0.411322,1,0,0
5657,0.422655,0.4324,0.218027,0.392205,1,0,0
481,0.510156,0.383203,0.165625,0.138281,0,1,0
481,0.486328,0.659375,0.225781,0.24375,0,0,1
481,0.489844,0.548438,0.24375,0.478125,1,0,0
481,0.884766,0.691797,0.230468,0.180469,0,0,1
481,0.859766,0.625781,0.280468,0.325,1,0,0
3325,0.399413,0.440529,0.154185,0.396476,1,0,0
5099,0.799165,0.722871,0.300501,0.116861,1,0,0
5516,0.519101,0.530337,0.173034,0.462921,1,0,0
5516,0.439326,0.451685,0.161798,0.413483,1,0,0
5516,0.441573,0.416854,0.139326,0.208989,0,0,1
3571,0.347452,0.444586,0.179618,0.443312,1,0,0
3571,0.316242,0.256051,0.112102,0.063694,0,1,0
3571,0.358599,0.433121,0.147134,0.191083,0,0,1
5391,0.407422,0.382031,0.121094,0.33125,1,0,0
2689,0.100703,0.481138,0.102302,0.119885,0,1,0
2689,0.294118,0.622203,0.306905,0.294917,0,0,1
2689,0.254156,0.595428,0.423593,0.366049,1,0,0
6835,0.477995,0.255501,0.07824,0.0489,0,1,0
6835,0.545844,0.320905,0.116137,0.074572,0,1,0
6835,0.468215,0.393032,0.114914,0.160147,0,0,1
6835,0.507335,0.478606,0.163814,0.223716,0,0,1
6835,0.468215,0.432152,0.122249,0.409535,1,0,0
6835,0.51467,0.49511,0.185819,0.430318,1,0,0
6835,0.880196,0.595355,0.176039,0.366748,1,0,0
2222,0.31338,0.492077,0.18662,0.392606,1,0,0
336,0.578265,0.470942,0.194304,0.380191,1,0,0
336,0.639292,0.317673,0.069444,0.068042,0,1,0
336,0.549505,0.451652,0.12977,0.183081,0,0,1
336,0.672612,0.576862,0.286195,0.408249,1,0,0
336,0.686991,0.618599,0.250421,0.275673,0,0,1
7869,0.533333,0.591667,0.263636,0.35303,1,0,0
7869,0.511364,0.65303,0.207576,0.215152,0,0,1
7869,0.561364,0.5,0.189394,0.163636,0,1,0
7869,0.515152,0.434848,0.139394,0.363636,1,0,0
7869,0.515152,0.39697,0.127273,0.172727,0,0,1
7869,0.54697,0.292424,0.063636,0.069697,0,1,0
4987,0.260768,0.447412,0.095159,0.353923,1,0,0
4987,0.515359,0.575125,0.176962,0.42571,1,0,0
1075,0.261719,0.622266,0.242188,0.339844,1,0,0
1075,0.300781,0.480859,0.135937,0.355469,1,0,0
1495,0.3,0.531731,0.265385,0.211538,0,0,1
1495,0.281731,0.353846,0.090385,0.071154,0,1,0
1495,0.310577,0.547115,0.301923,0.461538,1,0,0
2219,0.296655,0.495599,0.198944,0.371479,1,0,0
7697,0.786855,0.624079,0.27887,0.336609,1,0,0
4179,0.416197,0.383099,0.116901,0.329577,1,0,0
1898,0.320793,0.505867,0.145148,0.374344,1,0,0
2940,0.406569,0.422424,0.112118,0.351076,1,0,0
2940,0.537939,0.511891,0.159683,0.457531,1,0,0
7177,0.515365,0.295775,0.120359,0.081946,0,1,0
7177,0.457106,0.25096,0.06274,0.038412,0,1,0
7177,0.501921,0.457746,0.137004,0.239437,0,0,1
7177,0.40717,0.361716,0.067862,0.147247,0,0,1
7177,0.504481,0.483995,0.142125,0.466069,1,0,0
7177,0.578105,0.46927,0.066581,0.413572,1,0,0
7177,0.428297,0.419334,0.122919,0.377721,1,0,0
7563,0.4957,0.45516,0.153563,0.20516,0,0,1
7563,0.4957,0.493243,0.170762,0.448403,1,0,0
6314,0.521293,0.493519,0.13246,0.423017,1,0,0
6314,0.485686,0.548355,0.289133,0.464321,1,0,0
6314,0.697194,0.544794,0.196553,0.471443,1,0,0
6314,0.487822,0.399516,0.176613,0.155249,0,1,0
6314,0.485686,0.671557,0.277738,0.217918,0,0,1
863,0.299096,0.421189,0.094315,0.142119,1,0,0
7180,0.667093,0.427657,0.18822,0.179257,0,1,0
7180,0.510243,0.277849,0.071703,0.066581,0,1,0
7180,0.439181,0.25096,0.044814,0.038412,0,1,0
7180,0.548656,0.631882,0.28169,0.303457,0,0,1
7180,0.441101,0.419334,0.145967,0.18822,0,0,1
7180,0.419974,0.331626,0.108835,0.122919,0,0,1
7180,0.584507,0.559539,0.355954,0.445583,1,0,0
7180,0.473111,0.443662,0.207426,0.398207,1,0,0
7180,0.416773,0.361076,0.089629,0.266325,1,0,0
676,0.335917,0.589147,0.204134,0.382429,1,0,0
7440,0.517411,0.463839,0.157143,0.45625,1,0,0
7440,0.545982,0.269196,0.0875,0.061607,0,1,0
7440,0.509821,0.430357,0.134821,0.164286,0,0,1
350,0.573659,0.492146,0.194593,0.430036,1,0,0
350,0.629735,0.315749,0.0765,0.069816,0,1,0
350,0.545807,0.460951,0.132947,0.181967,0,0,1
350,0.661301,0.592413,0.31937,0.375074,1,0,0
350,0.667614,0.657401,0.297831,0.237671,0,0,1
7758,0.564496,0.547912,0.219902,0.464373,1,0,0
7758,0.563882,0.574939,0.203931,0.265356,0,0,1
7758,0.608108,0.360565,0.105651,0.079853,0,1,0
5535,0.492135,0.566292,0.213483,0.440449,1,0,0
5535,0.433708,0.488764,0.2,0.420225,1,0,0
5535,0.421348,0.437079,0.157303,0.186517,0,0,1
7270,0.702305,0.587708,0.289373,0.384123,1,0,0
7270,0.918054,0.59283,0.144686,0.37388,1,0,0
5805,0.429963,0.395859,0.174178,0.355664,1,0,0
5805,0.457978,0.249086,0.09866,0.059683,0,1,0
5805,0.408648,0.360536,0.129111,0.170524,0,0,1
6693,0.43154,0.486553,0.129584,0.383863,1,0,0
6725,0.421149,0.492054,0.116137,0.404645,1,0,0
4782,0.421376,0.418305,0.149877,0.332924,1,0,0
4782,0.590909,0.635135,0.289926,0.262899,1,0,0
5242,0.503125,0.508203,0.259375,0.530469,1,0,0
4181,0.405634,0.373944,0.092958,0.316901,1,0,0
1058,0.298828,0.565625,0.171094,0.398438,1,0,0
5098,0.769115,0.698664,0.227045,0.168614,1,0,0
304,0.598682,0.493568,0.203914,0.403409,1,0,0
304,0.66497,0.330058,0.068813,0.071338,0,1,0
304,0.568063,0.463897,0.140152,0.183712,0,0,1
304,0.676965,0.575639,0.279672,0.40846,1,0,0
304,0.684541,0.606889,0.258207,0.280303,0,0,1
5936,0.456175,0.401394,0.12749,0.364542,1,0,0
5664,0.429354,0.427527,0.177832,0.394641,1,0,0
491,0.559766,0.375781,0.178906,0.129688,0,1,0
491,0.504297,0.666797,0.196094,0.233594,0,0,1
491,0.527734,0.546484,0.255469,0.485156,1,0,0
491,0.886328,0.689453,0.227344,0.186719,0,0,1
491,0.859766,0.625391,0.280468,0.322656,1,0,0
2083,0.308398,0.482987,0.169492,0.392507,1,0,0
2083,0.259972,0.324965,0.067542,0.068816,0,1,0
1805,0.343586,0.668445,0.168703,0.227,0,0,1
1805,0.283523,0.581445,0.294125,0.406297,1,0,0
1805,0.201828,0.453813,0.125422,0.145734,0,1,0
5402,0.424469,0.41573,0.141074,0.397004,1,0,0
264,0.532813,0.492188,0.209375,0.40625,1,0,0
264,0.595703,0.327734,0.078906,0.069531,0,1,0
264,0.473828,0.486328,0.086719,0.147656,0,0,1
264,0.798438,0.612891,0.29375,0.333594,1,0,0
264,0.799219,0.675781,0.285938,0.201563,0,0,1
264,0.567903,0.453153,0.142602,0.414439,1,0,0
264,0.601697,0.279727,0.06016,0.061646,0,1,0
264,0.575702,0.353628,0.115122,0.096554,0,0,1
993,0.307812,0.466406,0.154688,0.357812,1,0,0
835,0.338501,0.468346,0.118863,0.326873,1,0,0
7257,0.664533,0.607554,0.326504,0.34443,1,0,0
3516,0.348307,0.431445,0.146162,0.425746,1,0,0
3516,0.330414,0.241242,0.097665,0.044055,0,1,0
3516,0.360138,0.383493,0.115711,0.172505,0,0,1
460,0.569531,0.378906,0.179688,0.129688,0,1,0
460,0.533203,0.660156,0.194531,0.235937,0,0,1
460,0.548438,0.546484,0.2375,0.477344,1,0,0
460,0.885938,0.699609,0.228124,0.164844,0,0,1
460,0.857422,0.627734,0.285156,0.317969,1,0,0
1117,0.311414,0.509926,0.205955,0.377171,1,0,0
2295,0.325704,0.494718,0.151408,0.376761,1,0,0
5103,0.383528,0.393656,0.085698,0.348358,1,0,0
236,0.611864,0.512695,0.229377,0.392466,1,0,0
236,0.691304,0.352237,0.064184,0.068392,0,1,0
236,0.575037,0.467714,0.152567,0.195181,0,0,1
236,0.801258,0.622649,0.296717,0.314604,1,0,0
236,0.79626,0.681572,0.274095,0.193603,0,0,1
6898,0.481663,0.438875,0.149144,0.168704,0,0,1
6898,0.481663,0.470049,0.154034,0.394866,1,0,0
3347,0.500734,0.484581,0.132159,0.414097,1,0,0
