file_name,btl,btr,bbr,bbl,obj_0,obj_1,obj_2,Cluster
4744,0.436652,0.405421,0.149379,0.373702,1,0,0,-1.0
4744,0.735579,0.614263,0.410876,0.326144,1,0,0,-1.0
594,0.811719,0.609766,0.279687,0.353906,1,0,0,33.0
4637,0.599125,0.538712,0.321913,0.46294,1,0,0,-1.0
4637,0.277543,0.432344,0.111852,0.314024,1,0,0,6.0
4562,0.602706,0.579931,0.384532,0.404087,1,0,0,6.0
4562,0.415317,0.393766,0.173595,0.326957,1,0,0,-1.0
7428,0.498214,0.449405,0.169048,0.420238,1,0,0,-1.0
1477,0.190385,0.606731,0.35,0.353846,1,0,0,5.0
4446,0.270073,0.438564,0.104623,0.329684,1,0,0,-1.0
4446,0.428832,0.399635,0.09854,0.358881,1,0,0,35.0
4209,0.43706,0.396567,0.138204,0.360035,1,0,0,35.0
4209,0.256338,0.462676,0.08169,0.392958,1,0,0,6.0
1356,0.326923,0.485577,0.15,0.392308,1,0,0,6.0
3607,0.471019,0.423885,0.201274,0.410828,1,0,0,28.0
4992,0.758264,0.678631,0.248748,0.215359,1,0,0,17.0
4992,0.338397,0.487479,0.15025,0.414023,1,0,0,-1.0
2620,0.31875,0.540625,0.198437,0.36875,1,0,0,13.0
2141,0.307506,0.588378,0.225182,0.392252,1,0,0,13.0
5768,0.691839,0.627893,0.464068,0.315469,1,0,0,13.0
3432,0.353157,0.618943,0.0,0.030837,1,0,0,-1.0
2590,0.328571,0.571429,0.214286,0.420779,1,0,0,-1.0
2236,0.267606,0.588028,0.292254,0.387324,1,0,0,38.0
3548,0.31465,0.422611,0.144586,0.40828,1,0,0,38.0
6036,0.77988,0.613546,0.201195,0.338645,1,0,0,39.0
6036,0.439243,0.49502,0.145418,0.424303,1,0,0,39.0
910,0.355078,0.602344,0.216406,0.353125,1,0,0,-1.0
910,0.298828,0.417969,0.113281,0.307812,1,0,0,-1.0
177,0.703317,0.616708,0.305897,0.336609,1,0,0,20.0
5281,0.457813,0.397656,0.115625,0.357812,1,0,0,20.0
6837,0.459046,0.445599,0.138142,0.42176,1,0,0,-1.0
6837,0.632029,0.583741,0.290954,0.4022,1,0,0,7.0
2666,0.323047,0.5,0.185156,0.403125,1,0,0,109.0
2666,0.233203,0.59375,0.386719,0.373437,1,0,0,28.0
2234,0.258803,0.585387,0.28169,0.375,1,0,0,28.0
853,0.314599,0.603359,0.251938,0.351421,1,0,0,28.0
4546,0.638367,0.579117,0.353011,0.390726,1,0,0,-1.0
1112,0.307692,0.507444,0.200993,0.382134,1,0,0,16.0
5127,0.447412,0.404424,0.163815,0.367279,1,0,0,16.0
2694,0.32195,0.582594,0.338499,0.390402,1,0,0,5.0
612,0.305469,0.485156,0.18125,0.364063,1,0,0,5.0
4122,0.370625,0.389219,0.122656,0.342187,1,0,0,12.0
216,0.60745,0.5144,0.240448,0.382082,1,0,0,12.0
6446,0.406242,0.501076,0.098197,0.453323,1,0,0,-1.0
6446,0.634921,0.55421,0.289212,0.457358,1,0,0,-1.0
4379,0.267032,0.441606,0.096107,0.326034,1,0,0,18.0
4379,0.434915,0.440998,0.132603,0.375912,1,0,0,13.0
914,0.355078,0.600781,0.172656,0.354687,1,0,0,13.0
914,0.301172,0.412891,0.103906,0.305469,1,0,0,13.0
6293,0.53617,0.479787,0.161702,0.397872,1,0,0,-1.0
6293,0.570213,0.547872,0.289362,0.461702,1,0,0,-1.0
1253,0.186725,0.636476,0.291563,0.334988,1,0,0,-1.0
2667,0.320703,0.507813,0.186719,0.395313,1,0,0,-1.0
2667,0.234766,0.591016,0.385156,0.377344,1,0,0,-1.0
2047,0.337772,0.504843,0.122276,0.336562,1,0,0,16.0
567,0.691016,0.570313,0.277344,0.432812,1,0,0,16.0
7443,0.521577,0.462674,0.158482,0.445188,1,0,0,65.0
403,0.586332,0.502157,0.197811,0.434203,1,0,0,42.0
403,0.655075,0.582474,0.280584,0.391414,1,0,0,-1.0
3368,0.375184,0.389868,0.096916,0.348018,1,0,0,3.0
3386,0.436858,0.427313,0.140969,0.405286,1,0,0,3.0
2678,0.277734,0.619141,0.435156,0.316406,1,0,0,-1.0
2678,0.304846,0.44501,0.12688,0.347832,1,0,0,16.0
5408,0.443489,0.433529,0.138394,0.42252,1,0,0,16.0
6023,0.854582,0.631474,0.243028,0.290837,1,0,0,-1.0
6023,0.439243,0.491036,0.141434,0.420319,1,0,0,-1.0
5684,0.422655,0.408039,0.137637,0.377588,1,0,0,40.0
161,0.537469,0.520885,0.210074,0.420147,1,0,0,-1.0
2687,0.26428,0.595055,0.431373,0.361466,1,0,0,16.0
7785,0.437121,0.57803,0.216667,0.392424,1,0,0,-1.0
7785,0.618939,0.545455,0.265152,0.448485,1,0,0,-1.0
4974,0.520367,0.472454,0.113523,0.427379,1,0,0,40.0
4974,0.328381,0.456594,0.123539,0.402337,1,0,0,-1.0
3547,0.315866,0.419224,0.142444,0.400695,1,0,0,44.0
5760,0.426309,0.439099,0.205847,0.44458,1,0,0,16.0
6823,0.440098,0.490831,0.114914,0.42665,1,0,0,-1.0
6823,0.571516,0.469438,0.179707,0.383863,1,0,0,-1.0
1830,0.269801,0.663148,0.354289,0.234922,1,0,0,-1.0
1830,0.319426,0.476516,0.16632,0.391531,1,0,0,-1.0
6015,0.815737,0.61255,0.217131,0.328685,1,0,0,2.0
6015,0.437251,0.49502,0.149402,0.420319,1,0,0,2.0
6829,0.547677,0.512836,0.217604,0.438875,1,0,0,45.0
7746,0.772791,0.615007,0.251052,0.326788,1,0,0,45.0
6914,0.599509,0.56941,0.203931,0.438575,1,0,0,18.0
6914,0.654177,0.613636,0.296069,0.342752,1,0,0,18.0
2479,0.306494,0.455195,0.154545,0.351948,1,0,0,13.0
7165,0.903009,0.640205,0.193982,0.284251,1,0,0,13.0
7165,0.461588,0.426376,0.181818,0.386684,1,0,0,-1.0
7165,0.535211,0.605634,0.308579,0.355954,1,0,0,-1.0
7165,0.611396,0.466069,0.115237,0.361076,1,0,0,-1.0
5839,0.47962,0.464517,0.131781,0.441752,1,0,0,21.0
4178,0.424531,0.385703,0.146094,0.333594,1,0,0,18.0
2216,0.263204,0.584507,0.241197,0.408451,1,0,0,18.0
6407,0.422518,0.487893,0.125908,0.423729,1,0,0,18.0
6407,0.613801,0.529056,0.271186,0.501211,1,0,0,-1.0
6407,0.584746,0.583535,0.377724,0.397094,1,0,0,69.0
6963,0.43059,0.495086,0.146192,0.405405,1,0,0,-1.0
6963,0.480958,0.59398,0.217445,0.37715,1,0,0,-1.0
6963,0.661548,0.568182,0.195332,0.428747,1,0,0,46.0
6963,0.877764,0.626536,0.244472,0.314496,1,0,0,46.0
1506,0.317308,0.482692,0.184615,0.413462,1,0,0,-1.0
2464,0.315584,0.477922,0.138961,0.324675,1,0,0,16.0
4655,0.523417,0.557924,0.330956,0.444568,1,0,0,33.0
4655,0.422469,0.42871,0.138287,0.411322,1,0,0,33.0
5657,0.422655,0.4324,0.218027,0.392205,1,0,0,45.0
481,0.489844,0.548438,0.24375,0.478125,1,0,0,16.0
481,0.859766,0.625781,0.280468,0.325,1,0,0,-1.0
3325,0.399413,0.440529,0.154185,0.396476,1,0,0,-1.0
5099,0.799165,0.722871,0.300501,0.116861,1,0,0,-1.0
5516,0.519101,0.530337,0.173034,0.462921,1,0,0,-1.0
5516,0.439326,0.451685,0.161798,0.413483,1,0,0,43.0
3571,0.347452,0.444586,0.179618,0.443312,1,0,0,0.0
5391,0.407422,0.382031,0.121094,0.33125,1,0,0,16.0
2689,0.254156,0.595428,0.423593,0.366049,1,0,0,21.0
6835,0.468215,0.432152,0.122249,0.409535,1,0,0,13.0
6835,0.51467,0.49511,0.185819,0.430318,1,0,0,13.0
6835,0.880196,0.595355,0.176039,0.366748,1,0,0,13.0
2222,0.31338,0.492077,0.18662,0.392606,1,0,0,-1.0
336,0.578265,0.470942,0.194304,0.380191,1,0,0,12.0
336,0.672612,0.576862,0.286195,0.408249,1,0,0,74.0
7869,0.533333,0.591667,0.263636,0.35303,1,0,0,-1.0
7869,0.515152,0.434848,0.139394,0.363636,1,0,0,-1.0
4987,0.260768,0.447412,0.095159,0.353923,1,0,0,5.0
4987,0.515359,0.575125,0.176962,0.42571,1,0,0,5.0
1075,0.261719,0.622266,0.242188,0.339844,1,0,0,-1.0
1075,0.300781,0.480859,0.135937,0.355469,1,0,0,-1.0
1495,0.310577,0.547115,0.301923,0.461538,1,0,0,20.0
2219,0.296655,0.495599,0.198944,0.371479,1,0,0,-1.0
7697,0.786855,0.624079,0.27887,0.336609,1,0,0,-1.0
4179,0.416197,0.383099,0.116901,0.329577,1,0,0,-1.0
1898,0.320793,0.505867,0.145148,0.374344,1,0,0,13.0
2940,0.406569,0.422424,0.112118,0.351076,1,0,0,13.0
2940,0.537939,0.511891,0.159683,0.457531,1,0,0,13.0
7177,0.504481,0.483995,0.142125,0.466069,1,0,0,-1.0
7177,0.578105,0.46927,0.066581,0.413572,1,0,0,45.0
7177,0.428297,0.419334,0.122919,0.377721,1,0,0,-1.0
7563,0.4957,0.493243,0.170762,0.448403,1,0,0,40.0
6314,0.521293,0.493519,0.13246,0.423017,1,0,0,40.0
6314,0.485686,0.548355,0.289133,0.464321,1,0,0,6.0
6314,0.697194,0.544794,0.196553,0.471443,1,0,0,6.0
863,0.299096,0.421189,0.094315,0.142119,1,0,0,-1.0
7180,0.584507,0.559539,0.355954,0.445583,1,0,0,-1.0
7180,0.473111,0.443662,0.207426,0.398207,1,0,0,-1.0
7180,0.416773,0.361076,0.089629,0.266325,1,0,0,-1.0
676,0.335917,0.589147,0.204134,0.382429,1,0,0,-1.0
7440,0.517411,0.463839,0.157143,0.45625,1,0,0,5.0
350,0.573659,0.492146,0.194593,0.430036,1,0,0,-1.0
350,0.661301,0.592413,0.31937,0.375074,1,0,0,-1.0
7758,0.564496,0.547912,0.219902,0.464373,1,0,0,20.0
5535,0.492135,0.566292,0.213483,0.440449,1,0,0,34.0
5535,0.433708,0.488764,0.2,0.420225,1,0,0,48.0
7270,0.702305,0.587708,0.289373,0.384123,1,0,0,-1.0
7270,0.918054,0.59283,0.144686,0.37388,1,0,0,49.0
5805,0.429963,0.395859,0.174178,0.355664,1,0,0,49.0
6693,0.43154,0.486553,0.129584,0.383863,1,0,0,50.0
6725,0.421149,0.492054,0.116137,0.404645,1,0,0,50.0
4782,0.421376,0.418305,0.149877,0.332924,1,0,0,50.0
4782,0.590909,0.635135,0.289926,0.262899,1,0,0,50.0
5242,0.503125,0.508203,0.259375,0.530469,1,0,0,51.0
4181,0.405634,0.373944,0.092958,0.316901,1,0,0,51.0
1058,0.298828,0.565625,0.171094,0.398438,1,0,0,51.0
5098,0.769115,0.698664,0.227045,0.168614,1,0,0,-1.0
304,0.598682,0.493568,0.203914,0.403409,1,0,0,-1.0
304,0.676965,0.575639,0.279672,0.40846,1,0,0,-1.0
5936,0.456175,0.401394,0.12749,0.364542,1,0,0,3.0
5664,0.429354,0.427527,0.177832,0.394641,1,0,0,3.0
491,0.527734,0.546484,0.255469,0.485156,1,0,0,53.0
491,0.859766,0.625391,0.280468,0.322656,1,0,0,-1.0
2083,0.308398,0.482987,0.169492,0.392507,1,0,0,-1.0
1805,0.283523,0.581445,0.294125,0.406297,1,0,0,-1.0
5402,0.424469,0.41573,0.141074,0.397004,1,0,0,-1.0
264,0.532813,0.492188,0.209375,0.40625,1,0,0,45.0
264,0.798438,0.612891,0.29375,0.333594,1,0,0,-1.0
264,0.567903,0.453153,0.142602,0.414439,1,0,0,0.0
993,0.307812,0.466406,0.154688,0.357812,1,0,0,5.0
835,0.338501,0.468346,0.118863,0.326873,1,0,0,-1.0
7257,0.664533,0.607554,0.326504,0.34443,1,0,0,-1.0
3516,0.348307,0.431445,0.146162,0.425746,1,0,0,-1.0
460,0.548438,0.546484,0.2375,0.477344,1,0,0,13.0
460,0.857422,0.627734,0.285156,0.317969,1,0,0,13.0
1117,0.311414,0.509926,0.205955,0.377171,1,0,0,-1.0
2295,0.325704,0.494718,0.151408,0.376761,1,0,0,-1.0
5103,0.383528,0.393656,0.085698,0.348358,1,0,0,12.0
236,0.611864,0.512695,0.229377,0.392466,1,0,0,12.0
236,0.801258,0.622649,0.296717,0.314604,1,0,0,11.0
6898,0.481663,0.470049,0.154034,0.394866,1,0,0,-1.0
3347,0.500734,0.484581,0.132159,0.414097,1,0,0,55.0
4690,0.43464,0.405291,0.137255,0.37281,1,0,0,-1.0
5410,0.53199,0.508554,0.173424,0.503867,1,0,0,-1.0
6316,0.509899,0.46717,0.155249,0.373166,1,0,0,-1.0
6316,0.487822,0.549067,0.293405,0.462897,1,0,0,-1.0
6316,0.687224,0.542658,0.196553,0.472867,1,0,0,-1.0
705,0.321705,0.50323,0.162791,0.427649,1,0,0,-1.0
4642,0.574162,0.54067,0.31237,0.454468,1,0,0,55.0
4642,0.278689,0.434159,0.113296,0.317155,1,0,0,55.0
7032,0.414005,0.474201,0.135135,0.444717,1,0,0,-1.0
7032,0.575553,0.476658,0.133907,0.385749,1,0,0,-1.0
7032,0.911548,0.624079,0.169533,0.316953,1,0,0,-1.0
6277,0.539414,0.4735,0.130482,0.382029,1,0,0,-1.0
6277,0.500404,0.484934,0.170837,0.445252,1,0,0,-1.0
7817,0.443939,0.482576,0.157576,0.410606,1,0,0,13.0
7817,0.758333,0.584848,0.225758,0.375758,1,0,0,13.0
739,0.323643,0.479974,0.161499,0.357881,1,0,0,-1.0
2944,0.289921,0.4547,0.150623,0.352208,1,0,0,16.0
2944,0.457531,0.426387,0.127973,0.359003,1,0,0,16.0
2944,0.543601,0.514156,0.164213,0.453001,1,0,0,16.0
4576,0.793837,0.64342,0.396565,0.269262,1,0,0,32.0
2133,0.338983,0.583535,0.181598,0.411622,1,0,0,-1.0
7215,0.881882,0.626761,0.236236,0.31114,1,0,0,57.0
7215,0.542894,0.484635,0.149808,0.393086,1,0,0,58.0
7215,0.459027,0.421895,0.120359,0.346991,1,0,0,58.0
251,0.45625,0.467187,0.145313,0.420312,1,0,0,-1.0
251,0.599219,0.460156,0.134375,0.395313,1,0,0,40.0
251,0.786719,0.605469,0.310937,0.34375,1,0,0,-1.0
197,0.614251,0.57371,0.27027,0.410319,1,0,0,-1.0
4520,0.386861,0.417883,0.167883,0.358881,1,0,0,-1.0
7519,0.527679,0.466071,0.154762,0.432143,1,0,0,-1.0
953,0.304297,0.451953,0.142969,0.346094,1,0,0,-1.0
2945,0.283692,0.469422,0.11778,0.331823,1,0,0,0.0
2945,0.461495,0.426954,0.13137,0.362401,1,0,0,0.0
2945,0.541336,0.51359,0.164213,0.454134,1,0,0,60.0
7310,0.830346,0.596671,0.222791,0.368758,1,0,0,60.0
6261,0.532813,0.505859,0.176563,0.367969,1,0,0,-1.0
4704,0.430699,0.399971,0.140078,0.35346,1,0,0,-1.0
964,0.275,0.592578,0.259375,0.375781,1,0,0,6.0
5973,0.471637,0.400588,0.121799,0.365585,1,0,0,6.0
2496,0.247403,0.614286,0.296104,0.32987,1,0,0,7.0
1496,0.310577,0.545192,0.275,0.473077,1,0,0,-1.0
3570,0.338217,0.44586,0.186624,0.440764,1,0,0,-1.0
108,0.444717,0.393735,0.17199,0.281327,1,0,0,39.0
108,0.688575,0.570639,0.244472,0.409091,1,0,0,-1.0
5759,0.418392,0.447625,0.204629,0.461632,1,0,0,0.0
7511,0.525634,0.467886,0.146313,0.439228,1,0,0,8.0
348,0.579787,0.494374,0.187166,0.443405,1,0,0,18.0
348,0.614323,0.586843,0.315657,0.386215,1,0,0,16.0
2677,0.284766,0.621484,0.425781,0.313281,1,0,0,-1.0
2677,0.323437,0.453516,0.14375,0.407031,1,0,0,-1.0
7818,0.467424,0.454545,0.156061,0.372727,1,0,0,-1.0
7818,0.75,0.581818,0.224242,0.375758,1,0,0,-1.0
7498,0.526467,0.470089,0.156888,0.43125,1,0,0,-1.0
239,0.617578,0.490234,0.197656,0.413281,1,0,0,-1.0
239,0.784375,0.630859,0.315625,0.294531,1,0,0,-1.0
4299,0.382394,0.393662,0.116901,0.347887,1,0,0,-1.0
991,0.315625,0.478906,0.142187,0.328125,1,0,0,-1.0
7434,0.520408,0.469813,0.157313,0.441327,1,0,0,-1.0
7553,0.75105,0.607668,0.230042,0.34979,1,0,0,12.0
5804,0.559074,0.604141,0.313033,0.362972,1,0,0,58.0
5804,0.414129,0.387333,0.152253,0.34592,1,0,0,13.0
4384,0.279805,0.440998,0.090024,0.319951,1,0,0,-1.0
4384,0.437956,0.440389,0.145985,0.374696,1,0,0,-1.0
760,0.321059,0.487726,0.177003,0.373385,1,0,0,62.0
408,0.530687,0.475271,0.147306,0.417368,1,0,0,62.0
408,0.653442,0.58049,0.281987,0.39913,1,0,0,21.0
5949,0.462151,0.404382,0.139442,0.370518,1,0,0,-1.0
934,0.307422,0.427344,0.108594,0.317188,1,0,0,-1.0
934,0.324219,0.625,0.2875,0.307812,1,0,0,-1.0
1857,0.301066,0.483211,0.168711,0.389531,1,0,0,20.0
3406,0.526065,0.523128,0.213656,0.477974,1,0,0,20.0
430,0.851523,0.611496,0.280934,0.337753,1,0,0,-1.0
7226,0.829065,0.617157,0.233035,0.325224,1,0,0,20.0
7226,0.571063,0.490397,0.177977,0.414853,1,0,0,20.0
7226,0.440461,0.422535,0.139565,0.379001,1,0,0,-1.0
116,0.851351,0.600737,0.289926,0.356265,1,0,0,-1.0
1059,0.298438,0.591797,0.195313,0.346094,1,0,0,-1.0
314,0.594641,0.475434,0.206477,0.369875,1,0,0,-1.0
314,0.678569,0.574959,0.276292,0.407011,1,0,0,57.0
4170,0.367891,0.436094,0.145313,0.392188,1,0,0,63.0
645,0.298047,0.611328,0.271094,0.350781,1,0,0,-1.0
2085,0.29661,0.486077,0.170702,0.393462,1,0,0,13.0
4196,0.441719,0.424535,0.155469,0.413743,1,0,0,83.0
4838,0.420762,0.40602,0.141278,0.374693,1,0,0,96.0
4183,0.392254,0.409859,0.105634,0.349296,1,0,0,-1.0
877,0.332813,0.496094,0.145313,0.314063,1,0,0,-1.0
4609,0.779457,0.571972,0.328874,0.41216,1,0,0,8.0
5014,0.812521,0.691987,0.323873,0.191987,1,0,0,8.0
5014,0.269115,0.451586,0.098497,0.378965,1,0,0,16.0
4182,0.401484,0.40875,0.145313,0.359375,1,0,0,16.0
5119,0.433075,0.401159,0.136502,0.364333,1,0,0,-1.0
5278,0.452734,0.395313,0.105469,0.353125,1,0,0,34.0
4671,0.679547,0.582159,0.395968,0.388403,1,0,0,34.0
4671,0.394625,0.426374,0.145774,0.411381,1,0,0,-1.0
5223,0.35625,0.36875,0.11875,0.310937,1,0,0,-1.0
3566,0.308599,0.452548,0.189809,0.409554,1,0,0,-1.0
846,0.316537,0.520026,0.186047,0.363049,1,0,0,-1.0
7212,0.694622,0.649168,0.345711,0.271447,1,0,0,-1.0
7212,0.497439,0.466069,0.120359,0.37644,1,0,0,-1.0
7212,0.423175,0.419974,0.09475,0.363636,1,0,0,64.0
6843,0.543399,0.477384,0.157702,0.458435,1,0,0,64.0
1106,0.307692,0.511166,0.208437,0.372208,1,0,0,-1.0
4019,0.3625,0.429688,0.115625,0.425,1,0,0,-1.0
5344,0.501172,0.526953,0.214844,0.435156,1,0,0,-1.0
5303,0.502734,0.542188,0.174219,0.46875,1,0,0,-1.0
7826,0.556061,0.533333,0.184848,0.454545,1,0,0,-1.0
4772,0.460688,0.449017,0.179361,0.433661,1,0,0,20.0
5087,0.407763,0.402859,0.086603,0.345367,1,0,0,20.0
464,0.558984,0.567578,0.330469,0.438281,1,0,0,-1.0
464,0.856641,0.626563,0.286718,0.323437,1,0,0,5.0
5982,0.250996,0.417331,0.087649,0.380478,1,0,0,5.0
5982,0.716546,0.677291,0.366768,0.206234,1,0,0,6.0
7201,0.583867,0.505122,0.241997,0.459667,1,0,0,40.0
7201,0.40589,0.434059,0.072983,0.366197,1,0,0,40.0
5137,0.453151,0.423205,0.131469,0.404841,1,0,0,57.0
1277,0.284739,0.586228,0.224566,0.423077,1,0,0,57.0
3617,0.536502,0.517883,0.254777,0.518373,1,0,0,-1.0
2137,0.342806,0.475978,0.118517,0.33516,1,0,0,26.0
5018,0.269115,0.446578,0.101836,0.382304,1,0,0,-1.0
5018,0.401002,0.40985,0.078464,0.348915,1,0,0,50.0
5018,0.818364,0.71202,0.352254,0.148581,1,0,0,50.0
6366,0.46513,0.479314,0.095745,0.421986,1,0,0,50.0
6366,0.487589,0.5526,0.289598,0.455083,1,0,0,-1.0
6366,0.699764,0.539598,0.224586,0.483452,1,0,0,17.0
2635,0.189453,0.600781,0.375781,0.342187,1,0,0,50.0
4973,0.537062,0.462437,0.113523,0.417362,1,0,0,50.0
4973,0.339232,0.463272,0.118531,0.402337,1,0,0,50.0
4418,0.45073,0.442822,0.142336,0.450122,1,0,0,50.0
7507,0.5275,0.468125,0.148571,0.440536,1,0,0,-1.0
7567,0.561328,0.500781,0.178906,0.429688,1,0,0,21.0
5225,0.371484,0.383594,0.133594,0.334375,1,0,0,-1.0
5711,0.420828,0.452497,0.238733,0.454324,1,0,0,38.0
5237,0.414453,0.462109,0.186719,0.489844,1,0,0,38.0
4619,0.62192,0.554223,0.322744,0.439499,1,0,0,38.0
4619,0.277434,0.426565,0.115413,0.313614,1,0,0,38.0
