file_name,center_x,center_y,a,b,c,d,x,y,w,h,ssim,psnr,mse,histDitance,hashPercent,hash
2451.jpg,401.0,635.5,751.4394519853213,751.4394519853213,751.4394519853213,751.4394519853213,294,366,508,905,0.22157281002967166,8.277161585544022,105.11261881510417,256,99.796875,11529180346432913408
2452.jpg,409.5,621.5,744.2798532810089,744.2798532810089,744.2798532810089,744.2798532810089,300,355,519,888,0.18661774740512227,8.291195838654968,107.26099812825521,256,99.875,11528635263475548176
2453.jpg,413.5,572.5,706.2142026326007,706.2142026326007,706.2142026326007,706.2142026326007,311,349,516,796,0.20943785823199773,8.04758797384937,107.07203938802083,256,99.78125,1151762558431059968
2463(0).jpg,391.5,601.0,717.2679067126871,717.2679067126871,717.2679067126871,717.2679067126871,293,406,490,796,0.13051734689753375,6.477128402997661,104.02249267578125,256,99.5,17276793886020322688
2464.jpg,377.5,624.5,729.730429679344,729.730429679344,729.730429679344,729.730429679344,260,407,495,842,0.14032444162536617,7.095828557654039,103.35869405110677,256,99.703125,17285343689227946184
2465(0).jpg,392.0,642.0,752.2153946842619,752.2153946842619,752.2153946842619,752.2153946842619,257,410,527,874,0.13766342094798487,7.168572088142568,105.08591715494792,256,99.796875,16123943987628263624
2466.jpg,396.5,658.5,768.6575960725296,768.6575960725296,768.6575960725296,768.6575960725296,260,423,533,894,0.1347870837659974,7.402749155070224,105.28806477864583,256,99.78125,16123873481443033336
2467.jpg,396.5,657.5,767.8010810099189,767.8010810099189,767.8010810099189,767.8010810099189,260,426,533,889,0.14567549859733583,7.5464583074684,104.3474922688802,256,99.953125,18429716490656727240
2468.jpg,421.5,714.0,829.1310210093457,829.1310210093457,829.1310210093457,829.1310210093457,298,459,545,969,0.15035648246661004,7.562743528133181,107.01003438313802,256,99.765625,18425283533036624126
2469.jpg,438.0,733.0,853.8928504209413,853.8928504209413,853.8928504209413,853.8928504209413,321,485,555,981,0.1422062693134313,7.323827478936877,105.48882080078126,256,99.796875,18433094186608668924
2470.jpg,425.0,782.5,890.4668719273053,890.4668719273053,890.4668719273053,890.4668719273053,290,568,560,997,0.19575025261757187,7.863607480503855,99.54556640625,256,99.84375,18437676953227002096
2471.jpg,348.5,851.5,920.0567917253804,920.0567917253804,920.0567917253804,920.0567917253804,159,703,538,1000,0.2322270146717054,8.298172033400318,95.43746175130208,256,99.671875,18444660606970650720
2478.jpg,388.5,603.0,717.3153072394315,717.3153072394315,717.3153072394315,717.3153072394315,293,386,484,820,0.13353505703122776,6.921771772290022,107.66342508951823,256,99.515625,14971970673824678856
2479.jpg,403.0,584.5,709.9642596638228,709.9642596638228,709.9642596638228,709.9642596638228,294,354,512,815,0.13950910104318573,7.277865061066312,107.66863972981771,256,99.765625,2271935173358576529
2480.jpg,428.0,612.5,747.2216873190981,747.2216873190981,747.2216873190981,747.2216873190981,323,353,533,872,0.13685367723796002,7.9673918679411235,107.47633382161459,256,99.84375,1119031879413014704
2481.jpg,440.0,613.5,754.9716882108892,754.9716882108892,754.9716882108892,754.9716882108892,341,354,539,873,0.13223732750935746,7.774516754010566,105.61545857747396,256,99.8125,17277951805958938864
2482(0).jpg,430.0,618.5,753.2876276695376,753.2876276695376,753.2876276695376,753.2876276695376,321,363,539,874,0.1472265853145634,7.9216784545462025,103.30279378255209,256,99.65625,17278059491794878640
2482(1).jpg,412.0,539.0,678.4283307763613,678.4283307763613,678.4283307763613,678.4283307763613,322,361,502,717,0.2076671231535972,8.718663222335586,105.17008402506511,256,99.65625,17286998793132230784
2483(0).jpg,416.5,623.5,749.8163108388613,749.8163108388613,749.8163108388613,749.8163108388613,300,370,533,877,0.17250093159411892,8.102632835398905,101.99570638020833,256,99.640625,16127318835081543888
2483(1).jpg,397.5,543.0,672.9452057931611,672.9452057931611,672.9452057931611,672.9452057931611,302,367,493,719,0.217477917736982,8.390095713907666,101.3085986328125,256,99.6875,17223884419287270592
2484.jpg,406.0,622.0,742.7785672729121,742.7785672729121,742.7785672729121,742.7785672729121,279,369,533,875,0.16531083795085036,7.960314531740523,102.14026916503906,256,99.75,16109293441325777088
2486.jpg,400.5,627.5,744.4168858912324,744.4168858912324,744.4168858912324,744.4168858912324,266,376,535,879,0.15499507316602534,7.953448775528389,103.8303135172526,256,99.9375,16073225611644027072
2487(0).jpg,398.5,652.0,764.1375857788962,764.1375857788962,764.1375857788962,764.1375857788962,261,378,536,926,0.13728018782069756,7.929398532989461,106.62131022135416,256,99.703125,18415106454487875784
2487(1).jpg,392.5,568.5,690.831745072561,690.831745072561,690.831745072561,690.831745072561,263,383,522,754,0.19464621261561021,7.845229229316901,103.16085123697917,256,99.765625,18397072096191768768
2488.jpg,423.0,628.5,757.5891036703207,757.5891036703207,757.5891036703207,757.5891036703207,283,422,563,835,0.19759931767562053,7.774502983910616,100.96440755208333,256,99.796875,18396939554708816000
2489(0).jpg,447.5,721.0,848.5854406010039,848.5854406010039,848.5854406010039,848.5854406010039,280,450,615,992,0.1761769859486241,7.343952466804202,98.96919738769532,256,99.828125,18432960052638810272
2490.jpg,311.0,818.0,875.1257052561077,875.1257052561077,875.1257052561077,875.1257052561077,68,641,554,995,0.2180657240867292,7.70827675887189,94.95767761230469,256,99.6875,18437597292430557216
2493(0).jpg,285.0,847.0,893.6632475379079,893.6632475379079,893.6632475379079,893.6632475379079,55,693,515,1001,0.2990445731579035,7.511957722026253,85.43811238606771,256,99.640625,18444765055858835456
2494.jpg,280.0,809.5,856.5572076633295,856.5572076633295,856.5572076633295,856.5572076633295,77,612,483,1007,0.30529364438461,7.70420569265005,86.66751180013021,256,99.734375,18446656938486792192
2495.jpg,304.5,789.5,846.1858542897063,846.1858542897063,846.1858542897063,846.1858542897063,124,572,485,1007,0.30784259775893147,7.835731487446129,87.7192763264974,256,99.890625,18446642647532568576
2496.jpg,313.5,790.0,849.9307324717703,849.9307324717703,849.9307324717703,849.9307324717703,128,574,499,1006,0.3125562134817347,7.921050726288826,87.22330200195313,256,99.984375,18446642647532584960
2497(0).jpg,313.5,787.0,847.1429926523621,847.1429926523621,847.1429926523621,847.1429926523621,123,574,504,1000,0.2536684622625453,7.6468738151404025,95.66704833984375,256,99.734375,18446642646991519744
2497(1).jpg,180.0,922.5,939.8969358392441,939.8969358392441,939.8969358392441,939.8969358392441,57,846,303,999,0.21651032894323274,9.418325858636136,100.99605875651042,256,99.453125,4070265036194978844
2498(0).jpg,399.5,709.5,814.2422858093283,814.2422858093283,814.2422858093283,814.2422858093283,233,510,566,909,0.19594617032570721,7.782510537076568,101.2150799560547,256,99.4375,18446712745695903744
2498(1).jpg,400.0,856.0,944.8470775739321,944.8470775739321,944.8470775739321,944.8470775739321,215,710,585,1002,0.2430563151131686,8.398789153856864,92.58443806966146,256,99.75,17436246439868006528
2499(0).jpg,461.5,644.0,792.2867220899262,792.2867220899262,792.2867220899262,792.2867220899262,335,442,588,846,0.22123013129533656,7.184440390050285,95.63855183919271,256,99.796875,18446713020022259712
2499(1).jpg,454.5,820.5,937.9714814427995,937.9714814427995,937.9714814427995,937.9714814427995,212,627,697,1014,0.3087735195284557,7.518335855870872,82.17546305338541,256,99.765625,17574034771800064000
2500(0).jpg,431.0,627.5,761.2603037069515,761.2603037069515,761.2603037069515,761.2603037069515,306,428,556,827,0.23286359499337508,7.386478521304594,93.74885701497396,256,99.734375,18446710268021964800
2500(1).jpg,349.0,790.5,864.1129845107063,864.1129845107063,864.1129845107063,864.1129845107063,111,569,587,1012,0.32430083910897795,8.07156067056077,78.50255126953125,256,99.8125,18010318786636283904
2501(0).jpg,332.5,746.5,817.2016275069452,817.2016275069452,817.2016275069452,817.2016275069452,103,479,562,1014,0.33338755034487466,8.036034874969841,79.14503133138021,256,99.9375,18154433966105493504
2501(1).jpg,403.0,553.5,684.6687155113779,684.6687155113779,684.6687155113779,684.6687155113779,295,377,511,730,0.19373651277829704,7.997292897483832,102.03849914550781,256,99.84375,18446710676043857920
2501(2).jpg,316.0,561.5,644.3122302114092,644.3122302114092,644.3122302114092,644.3122302114092,120,376,512,747,0.16356780796412138,7.704130536774443,103.52144856770833,256,99.84375,18446736310027714688
2502(0).jpg,365.0,723.0,809.9098715289251,809.9098715289251,809.9098715289251,809.9098715289251,167,448,563,998,0.25733145727727014,7.954225643913311,88.56518513997396,256,99.703125,18150000735230656608
2502(1).jpg,394.0,474.5,616.7546108461614,616.7546108461614,616.7546108461614,616.7546108461614,310,371,478,578,0.20561396198806037,8.73976242968768,107.10950988769531,256,99.796875,18446730611134562304
2503(0).jpg,386.5,701.5,800.9272751005549,800.9272751005549,800.9272751005549,800.9272751005549,204,408,569,995,0.22135806016501702,7.379485954768457,91.84630147298176,256,99.8125,17862265139328188608
2503(1).jpg,395.5,463.5,609.3049318690929,609.3049318690929,609.3049318690929,609.3049318690929,305,364,486,563,0.20672825437570683,8.935723406404382,107.73941772460938,256,99.796875,9223362972343074816
2504(0).jpg,359.5,719.5,804.3136825890755,804.3136825890755,804.3136825890755,804.3136825890755,167,452,552,987,0.22019041779031454,7.871594978955541,92.08071268717448,256,99.703125,16414426028836946144
2504(1).jpg,376.5,445.5,583.2859504565492,583.2859504565492,583.2859504565492,583.2859504565492,292,356,461,535,0.1914151128822954,8.873250049687032,106.39636678059895,256,99.703125,4611677091346251776
2505(0).jpg,354.0,710.5,793.8049193599143,793.8049193599143,793.8049193599143,793.8049193599143,165,435,543,986,0.20817036039883238,7.519580591079931,92.7987109375,256,99.71875,17277920888641077344
2505(1).jpg,360.5,462.5,586.4013130953921,586.4013130953921,586.4013130953921,586.4013130953921,288,393,433,532,0.2420799443703209,8.401782419413804,103.15415059407552,256,99.671875,18415112906640261120
2506(0).jpg,393.5,686.0,790.8465401074977,790.8465401074977,790.8465401074977,790.8465401074977,237,397,550,975,0.16900088108386277,6.9232838383446165,100.56317708333333,256,99.703125,18433094193061593296
2506(1).jpg,328.0,463.5,567.8170920287624,567.8170920287624,567.8170920287624,567.8170920287624,266,395,390,532,0.1880091433695003,7.656786495162234,106.35251403808594,256,99.625,4575656652065243264
2507(0).jpg,426.0,630.5,760.9246020467468,760.9246020467468,760.9246020467468,760.9246020467468,305,349,547,912,0.1514506340181992,6.841799613325692,101.33575541178385,256,99.59375,18429715943581069488
2507(1).jpg,293.5,466.0,550.7252037087098,550.7252037087098,550.7252037087098,550.7252037087098,269,405,318,527,0.17880896767479187,6.502783786893069,102.13366292317708,256,99.71875,18376801397833450466
2508.jpg,417.5,610.0,739.192972098626,739.192972098626,739.192972098626,739.192972098626,304,344,531,876,0.13968290283761398,7.181650299651636,105.30596130371094,256,99.671875,18429575207189520632
2509.jpg,381.0,568.5,684.363390312486,684.363390312486,684.363390312486,684.363390312486,279,346,483,791,0.17925011083462844,6.95207040814346,103.94025594075521,256,99.796875,14952799052228587985
2526.jpg,328.0,798.5,863.2417100673484,863.2417100673484,863.2417100673484,863.2417100673484,126,612,530,985,0.291055535613319,7.4729833634842855,84.47148111979166,256,99.640625,18437604394041082112
2528.jpg,350.5,764.0,840.5630553385034,840.5630553385034,840.5630553385034,840.5630553385034,136,567,565,961,0.24919386053687276,7.574254131411076,90.57848510742187,256,99.828125,18428597190516605199
2529.jpg,301.0,771.5,828.1384244194928,828.1384244194928,828.1384244194928,828.1384244194928,67,590,535,953,0.20574297358106824,7.96941331658569,97.62057332356771,256,99.75,18419598780887404336
2531.jpg,297.0,805.0,858.0407915711233,858.0407915711233,858.0407915711233,858.0407915711233,44,616,550,994,0.1519099777137166,7.422964843206218,98.57076741536459,256,99.6875,18419582292530851848
2532.jpg,317.0,809.0,868.8900966175181,868.8900966175181,868.8900966175181,868.8900966175181,77,619,557,999,0.18730072365981573,7.681980772546546,94.70878621419271,256,99.84375,18419020445316603920
2542.jpg,300.5,786.5,841.951601934458,841.951601934458,841.951601934458,841.951601934458,45,579,556,994,0.19381048857497993,7.4025487480269625,94.78031494140625,256,99.828125,18433163731820093464
2543(0).jpg,473.0,731.5,871.1034668740563,871.1034668740563,871.1034668740563,871.1034668740563,234,468,712,995,0.16423063387127854,6.517800650859953,96.16400309244791,256,99.703125,18419589447973798145
2543(1).jpg,169.0,906.5,922.1188914668217,922.1188914668217,922.1188914668217,922.1188914668217,0,817,338,996,0.31742591635179374,9.405538749281993,94.20854471842448,256,99.578125,4358495145226896257
2544(0).jpg,409.5,708.5,818.3290902809212,818.3290902809212,818.3290902809212,818.3290902809212,261,423,558,994,0.1918894290361836,7.333430706109355,94.32015909830729,256,99.4375,18430841839197118468
2544(1).jpg,221.5,872.5,900.1769270537876,900.1769270537876,900.1769270537876,900.1769270537876,2,744,441,1001,0.3455461923374376,9.041505050019914,83.27994059244791,256,99.515625,8682092246536847488
2546.jpg,419.0,544.5,687.0525816849828,687.0525816849828,687.0525816849828,687.0525816849828,320,369,518,720,0.1615015066251937,8.014611712975936,105.09356872558594,256,99.75,13818030747102482432
2547(0).jpg,411.0,504.0,650.336066968456,650.336066968456,650.336066968456,650.336066968456,319,368,503,640,0.16922947620592463,8.307577187518223,105.80166381835937,256,99.4375,10899768561073389694
2547(1).jpg,391.0,801.5,891.786549573383,891.786549573383,891.786549573383,891.786549573383,169,603,613,1000,0.30507927124468476,8.171745948077904,86.7585605875651,256,99.640625,13781008198276218880
2548(0).jpg,400.5,464.5,613.31924802667,613.31924802667,613.31924802667,613.31924802667,312,369,489,560,0.18058220474081113,8.478795854326242,107.2752764892578,256,99.671875,11459342737862607054
2548(1).jpg,378.5,712.5,806.7952032579271,806.7952032579271,806.7952032579271,806.7952032579271,172,447,585,978,0.2522703856193487,8.363094255578718,94.01818806966146,256,99.59375,16427897452532629504
2549(0).jpg,385.5,442.5,586.8700878388674,586.8700878388674,586.8700878388674,586.8700878388674,309,361,462,524,0.17966984145987192,8.380800354285661,107.9306288655599,256,99.578125,11459272369118437607
2549(1).jpg,384.0,695.0,794.0283370258268,794.0283370258268,794.0283370258268,794.0283370258268,182,407,586,983,0.19288152607021636,7.960448091979591,99.52178161621094,256,99.625,16709440873842114560
2550(0).jpg,375.0,674.0,771.2982561888754,771.2982561888754,771.2982561888754,771.2982561888754,169,362,581,986,0.20476375818800452,7.8404715826954945,98.75618733723958,256,99.921875,17285831016899969024
2550(1).jpg,379.0,438.5,579.5888629019712,579.5888629019712,579.5888629019712,579.5888629019712,294,347,464,530,0.18162422049606375,7.8627092454253695,103.74556111653646,256,99.65625,18379066397150986447
2551(0).jpg,315.5,536.0,621.9616145711888,621.9616145711888,621.9616145711888,621.9616145711888,196,371,435,701,0.1976780223044448,7.781605811842943,107.42695088704427,256,99.515625,16709464576794298368
2551(1).jpg,358.5,448.0,573.7824064922172,573.7824064922172,573.7824064922172,573.7824064922172,284,374,433,522,0.19801046573126507,7.224842357041843,101.69768229166667,256,99.5,2278557011169886401
2552(0).jpg,428.5,730.0,846.4704661120788,846.4704661120788,846.4704661120788,846.4704661120788,313,466,544,994,0.1535316666177416,8.094727142360494,107.92834411621094,256,99.578125,18409555843826626808
2552(1).jpg,347.5,473.0,586.9286583563628,586.9286583563628,586.9286583563628,586.9286583563628,281,348,414,598,0.24125018936772566,8.854372511690032,107.15838399251302,256,99.4375,326504224798510856
2553.jpg,406.0,602.5,726.527528728265,726.527528728265,726.527528728265,726.527528728265,267,342,545,863,0.1500240934003387,7.692191747043653,107.01801472981771,256,99.765625,1117897393866588288
2554(0).jpg,402.5,567.5,695.7460025037873,695.7460025037873,695.7460025037873,695.7460025037873,292,344,513,791,0.1704559382488823,7.411036174427087,109.45759012858073,256,99.578125,14954063480934692740
2554(1).jpg,387.5,523.0,650.9110922391783,650.9110922391783,650.9110922391783,650.9110922391783,291,347,484,699,0.15813030106313483,7.7568676969997865,109.25918334960937,256,99.765625,14377655638312403168
2563.jpg,377.0,689.0,785.3979882836472,785.3979882836472,785.3979882836472,785.3979882836472,159,387,595,991,0.23697187675870324,6.800640833130767,97.173681640625,256,99.53125,18446678095462137856
2564.jpg,361.0,676.5,766.794137953597,766.794137953597,766.794137953597,766.794137953597,160,372,562,981,0.2586917546656181,7.58262725774411,96.74411478678385,256,99.84375,18439979595211866112
2565.jpg,362.5,676.0,767.0607863787588,767.0607863787588,767.0607863787588,767.0607863787588,160,376,565,976,0.2239882272047919,7.729127590073754,99.76756103515625,256,99.921875,18439988253596844032
2566.jpg,362.5,674.0,765.2987978561054,765.2987978561054,765.2987978561054,765.2987978561054,159,375,566,973,0.21871862281565133,7.813500253297642,100.3877695719401,256,100.0,18439988253596844032
2569.jpg,372.5,688.5,782.8080863149027,782.8080863149027,782.8080863149027,782.8080863149027,191,408,554,969,0.21518077049690132,7.146286618074091,99.53797770182291,256,99.828125,18430980782496448512
2570.jpg,370.5,695.5,788.0295045237837,788.0295045237837,788.0295045237837,788.0295045237837,190,422,551,969,0.2190332870079828,7.236980166982151,99.08335530598958,256,99.9375,18430963190373285888
2571.jpg,371.0,695.0,787.823584313138,787.823584313138,787.823584313138,787.823584313138,190,420,552,970,0.2186388338834471,7.281710344615141,99.16336547851563,256,99.96875,18430980786854297600
2572.jpg,370.0,692.5,785.1472791776075,785.1472791776075,785.1472791776075,785.1472791776075,189,416,551,969,0.21439780057853322,7.294918151423241,99.28028299967448,256,99.984375,18430980782559330304
2573.jpg,371.0,683.5,777.6974025930651,777.6974025930651,777.6974025930651,777.6974025930651,191,398,551,969,0.21236685210554784,7.35457327007619,99.51111104329426,256,99.96875,18430980786854330368
2574.jpg,384.0,668.5,770.9398484966256,770.9398484966256,770.9398484966256,770.9398484966256,237,365,531,972,0.20331913345671562,7.851655155753891,102.89377665201823,256,99.875,18439987088460873856
2575.jpg,406.5,632.0,751.4427789259805,751.4427789259805,751.4427789259805,751.4427789259805,284,355,529,909,0.17634683622349773,7.6915616799383235,106.00043294270833,256,99.8125,18392549724335931392
2576(0).jpg,401.5,608.0,728.6056889703785,728.6056889703785,728.6056889703785,728.6056889703785,287,351,516,865,0.1842867562556907,7.9348494173129405,106.95328816731771,256,99.703125,16663194989576093824
2577.jpg,406.0,602.0,726.1129388738366,726.1129388738366,726.1129388738366,726.1129388738366,296,343,516,861,0.19114665319910815,8.069949554992505,107.60007731119792,256,99.765625,14393395685212848128
2581(0).jpg,420.0,791.5,896.0313889591146,896.0313889591146,896.0313889591146,896.0313889591146,226,585,614,998,0.2497182526624959,7.907622108269875,91.53601786295573,256,99.796875,18419599087994142720
2582(0).jpg,356.5,767.0,845.8021340715569,845.8021340715569,845.8021340715569,845.8021340715569,180,541,533,993,0.23877776540105441,8.147520160655695,91.28723185221354,256,99.9375,18419669456721838080
2584(1).jpg,373.0,750.5,838.0806942055162,838.0806942055162,838.0806942055162,838.0806942055162,210,509,536,992,0.28022794287864183,8.229325388176449,90.66293212890625,256,99.875,18437674773598208000
2585(0).jpg,375.0,749.5,838.0783077970698,838.0783077970698,838.0783077970698,838.0783077970698,209,507,541,992,0.23872111029742465,8.223650930906693,94.51517272949219,256,99.984375,18437674773732425728
2585(1).jpg,269.5,811.0,854.6059033262056,854.6059033262056,854.6059033262056,854.6059033262056,0,614,539,1008,0.23916690879622782,7.280972012812813,90.48691101074219,256,99.59375,17578095124841512960
2586.jpg,368.0,808.0,887.8558441548943,887.8558441548943,887.8558441548943,887.8558441548943,209,619,527,997,0.13913355098621139,7.737123125095447,99.04247436523437,256,99.71875,17277791809837254856
2587.jpg,378.0,751.0,840.7645330293137,840.7645330293137,840.7645330293137,840.7645330293137,212,494,544,1008,0.27308860885490166,8.047408506822173,92.16223897298177,256,99.71875,18433109043728908288
2588.jpg,381.0,749.0,840.334457225217,840.334457225217,840.334457225217,840.334457225217,213,494,549,1004,0.2840169315544789,8.014163450720673,91.336064453125,256,99.96875,18433109045876457472
2589.jpg,424.0,744.0,856.3363825039784,856.3363825039784,856.3363825039784,856.3363825039784,251,494,597,994,0.25498271887051854,7.874962521297033,95.63874084472656,256,99.90625,18419598244570038400
2590(0).jpg,422.0,727.5,841.0352251838207,841.0352251838207,841.0352251838207,841.0352251838207,278,466,566,989,0.21723398235275845,8.093484353176258,100.6926405843099,256,99.609375,18433109517500678272
2591.jpg,413.5,688.5,803.1279474654085,803.1279474654085,803.1279474654085,803.1279474654085,282,441,545,936,0.18687930400470038,8.203874154223264,102.48881652832031,256,99.75,18419504226116862160
2592(0).jpg,416.0,661.5,781.4334584595159,781.4334584595159,781.4334584595159,781.4334584595159,303,408,529,915,0.1375112043773117,7.978220356590089,105.54365600585938,256,99.796875,18430854483576651801
2594.jpg,407.0,570.5,700.799008275554,700.799008275554,700.799008275554,700.799008275554,304,382,510,759,0.20255062070912475,7.690073323007209,99.16294840494791,256,99.75,13819231154496127104
2595(0).jpg,348.5,799.0,871.6956177473878,871.6956177473878,871.6956177473878,871.6956177473878,176,606,521,992,0.22057817805372637,9.452293494944996,93.36826782226562,256,99.59375,17300752682654945280
2595(1).jpg,380.5,531.5,653.6608447811449,653.6608447811449,653.6608447811449,653.6608447811449,315,371,446,692,0.19191088436162282,7.91746997954948,100.98534871419271,256,99.46875,1135964297277522156
2595(2).jpg,404.5,537.5,672.7008993601837,672.7008993601837,672.7008993601837,672.7008993601837,315,371,494,704,0.2008584182330152,8.02896113740698,99.0563808186849,256,99.84375,2272001709913964792
2599(0).jpg,335.5,535.5,631.918111783481,631.918111783481,631.918111783481,631.918111783481,277,368,394,703,0.12374939180852912,6.213215116997293,103.05915954589844,256,99.734375,10344488520537732081
2599(1).jpg,362.0,824.0,900.0111110425248,900.0111110425248,900.0111110425248,900.0111110425248,145,654,579,994,0.1858674983162167,8.20529161719125,102.10949727376303,256,99.5625,18248338908964784384
2600(0).jpg,449.0,770.5,891.7798214806164,891.7798214806164,891.7798214806164,891.7798214806164,295,547,603,994,0.23843478726519973,8.67722805789791,95.02113016764324,256,99.625,4580151950195032064
2600(1).jpg,322.0,504.0,598.0802621722272,598.0802621722272,598.0802621722272,598.0802621722272,277,367,367,641,0.16767032307719615,7.544740435366361,103.48705891927084,256,99.546875,10342238924042191856
